:START_ID,:END_ID,:TYPE
429004198012064135,17097817769,PhoneNumber
420684199211056654,17367743411,PhoneNumber
513331199506078313,17800241109,PhoneNumber
411503197005293514,13502436465,PhoneNumber
210105197509153207,15943437350,PhoneNumber
341822195703249110,18772947409,PhoneNumber
230604197002206379,18033151287,PhoneNumber
321283196909173633,15229379320,PhoneNumber
440785198105271830,17068887077,PhoneNumber
350524197110217250,13614286596,PhoneNumber
654026198903086445,13113228987,PhoneNumber
131026196812226544,13959447585,PhoneNumber
441521199102210067,17517046788,PhoneNumber
140602199908154026,15513620601,PhoneNumber
520102198807098708,17507067328,PhoneNumber
230205196810215561,15258655452,PhoneNumber
140107196306284505,13442811317,PhoneNumber
230402196605281721,18694459200,PhoneNumber
620725197909125878,13460758618,PhoneNumber
141125196611248113,15139165791,PhoneNumber
411481197406029693,14784833303,PhoneNumber
622901200010181778,18547432729,PhoneNumber
532301195803109535,13777111802,PhoneNumber
410505196611141414,13667423641,PhoneNumber
500111199601284632,13899399999,PhoneNumber
230202196308080715,17056771518,PhoneNumber
340405200012117503,13993790028,PhoneNumber
410327199112257377,14505671101,PhoneNumber
630104199705229141,17507067328,PhoneNumber
410901199604118748,18237693998,PhoneNumber
511325196509221446,14783515890,PhoneNumber
510682196903155464,18535684419,PhoneNumber
411702196901173463,13560105223,PhoneNumber
431230198705063971,18560663694,PhoneNumber
340303199904019093,17620441076,PhoneNumber
320602199710157341,17348421297,PhoneNumber
411221198211154297,15992979640,PhoneNumber
320505196312301666,18217864067,PhoneNumber
510812199510079835,15116027219,PhoneNumber
411628195501144348,18442165549,PhoneNumber
360781197301018464,13488720781,PhoneNumber
513325197510300261,15063245232,PhoneNumber
430581198805095739,15925762499,PhoneNumber
510923197108063405,13220247921,PhoneNumber
350825196309232511,17798360865,PhoneNumber
320301198506303327,15592796398,PhoneNumber
120105199911032789,18716172920,PhoneNumber
350429196804064754,15511004991,PhoneNumber
542301197006273745,14515099334,PhoneNumber
420222198110113857,13954897912,PhoneNumber
520222195803017752,18088476767,PhoneNumber
230826196408209003,15996955273,PhoneNumber
310106197507108161,15291068991,PhoneNumber
341182198806074219,18072173001,PhoneNumber
532601199902170416,13641009688,PhoneNumber
350623197102267931,13484517068,PhoneNumber
530302200008205268,18248287829,PhoneNumber
140522196404249762,18761980718,PhoneNumber
150601198501099119,18467658472,PhoneNumber
410883198106012413,15708637749,PhoneNumber
371325198610261456,15613021748,PhoneNumber
530621199101035671,15149512043,PhoneNumber
510182198801023137,15331950820,PhoneNumber
653222199207238641,17564241942,PhoneNumber
320381197302248335,13065447576,PhoneNumber
653127199203304048,15028431034,PhoneNumber
330702197007154665,18529187088,PhoneNumber
451302197002012230,15152008593,PhoneNumber
410621199906025849,14712677380,PhoneNumber
130181196811290395,18792953825,PhoneNumber
321084199801029155,15565683087,PhoneNumber
610822199201123113,14531291444,PhoneNumber
230203199303092487,18126080844,PhoneNumber
530922199010174299,18694459200,PhoneNumber
370724197501043364,17714613056,PhoneNumber
621102198808294850,18658633779,PhoneNumber
610331198707162025,17247805657,PhoneNumber
533103198704137661,15173897476,PhoneNumber
331003200108038691,13990446634,PhoneNumber
450202198103032570,18746114078,PhoneNumber
500233196706265417,15098225610,PhoneNumber
530602199608136560,14712677380,PhoneNumber
341201195512152109,18155302695,PhoneNumber
152525195807180229,13800852109,PhoneNumber
410481196612083070,15356911276,PhoneNumber
430722198610316313,13160110091,PhoneNumber
321201198702198160,15247470379,PhoneNumber
513233199010244836,17378292699,PhoneNumber
410902198712110993,18758474817,PhoneNumber
410702198505169746,13790316036,PhoneNumber
420901196812061518,15110883151,PhoneNumber
230402196008192125,18263157300,PhoneNumber
441721195705165844,14559473115,PhoneNumber
610202197703051812,18891552276,PhoneNumber
411622200012155511,13252017686,PhoneNumber
210782196508254114,13708927533,PhoneNumber
140430195901100556,17363082967,PhoneNumber
632522199208081001,18553869232,PhoneNumber
230712199508141838,15513735363,PhoneNumber
421001197105267969,15032941091,PhoneNumber
360830196801212630,17257192108,PhoneNumber
530402199509083756,14794366737,PhoneNumber
621126199404048153,15693424825,PhoneNumber
542132196007156497,15365426456,PhoneNumber
652822199708082362,18620860340,PhoneNumber
130828198802171264,17047382740,PhoneNumber
321001197108229144,18008486912,PhoneNumber
430722198504302574,18760781391,PhoneNumber
350602196811068468,18042418995,PhoneNumber
230421199909186631,13708013839,PhoneNumber
230605196110052086,17802670406,PhoneNumber
331123197812210224,15725709177,PhoneNumber
150782199211090628,18221816631,PhoneNumber
520330197403166864,15538615313,PhoneNumber
330621199206125484,15169284261,PhoneNumber
361029198411017337,15646437602,PhoneNumber
421303195810100086,13887498686,PhoneNumber
530624198202273580,13589974567,PhoneNumber
451023198310145593,15329407966,PhoneNumber
430381195901128571,13794360968,PhoneNumber
350702196205112564,18691078763,PhoneNumber
430981196712151668,18663419354,PhoneNumber
430702195910313315,15963107794,PhoneNumber
630103199504276523,14930848319,PhoneNumber
410603196802182265,15122002568,PhoneNumber
210302198007154973,14505666310,PhoneNumber
650105198912318878,14557811806,PhoneNumber
530602197512042338,15106184216,PhoneNumber
411725200002276760,14966355114,PhoneNumber
140202199612289793,13762023929,PhoneNumber
450403195801035150,18744696921,PhoneNumber
360829198008176088,14552806089,PhoneNumber
422827197802219380,17139687298,PhoneNumber
150782195704093577,13050466232,PhoneNumber
371426196911097518,15867452118,PhoneNumber
320412199812319219,17658076927,PhoneNumber
445122197110148872,13738987531,PhoneNumber
510626196005217249,18859683763,PhoneNumber
610524198003267138,13429097872,PhoneNumber
150201198004073063,15146868210,PhoneNumber
450603200101245295,17398058737,PhoneNumber
360723199405155455,13006783904,PhoneNumber
371524196905127565,13728091544,PhoneNumber
652825196705030235,17551141881,PhoneNumber
610927199703020198,13965790180,PhoneNumber
350104196906059795,15723876897,PhoneNumber
